pdb_id,organism_scientific_name,tax_id,organism_synonyms,rank,genus,superkingdom,journal,journal_volume,journal_first_page,journal_last_page,citation_title,citation_doi,journal_page,citation_year,pubmed_id,citation_authors,experimental_method,experiment_data_available,title,entry_authors,sample_preparation_method,detector,detector_type,synchrotron_beamline,beam_source_name,diffraction_protocol,structure_determination_method,refinement_software,spacegroup,beam_source_type,synchrotron_site,structure_solution_software,data_reduction_software,data_scaling_software,phasing_method,SG_center_name,SG_full_name,crystallisation_reservoir,crystallisation_ph,interacting_molecules,interacting_ligands,entity_weight,number_of_polymers,number_of_polymer_residues,number_of_polymer_entities,number_of_bound_entities,number_of_protein_chains,max_observed_residues,molecule_name,all_molecule_name,modified_residue_flag,molecule_type,mutation_type,entry_uniprot_accession,uniprot_id,molecule_synonym,gene_name,entity_id
3pxw,Paracoccus denitrificans PD1222,318586,"Paracoccus Denitrificans Pd1222,Paracoccus Denitrificans (Strain Pd 1222),Pardp,Paracoccus denitrificans,Paracoccus,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria","species,genus,family,order,class,phylum,superkingdom,species,genus,family,order,class,phylum,superkingdom",Paracoccus,Bacteria,Biochemistry,50,,,Crystal structures of CO and NO adducts of MauG in complex with pre-methylamine dehydrogenase: implications for the mechanism of dioxygen activation.,10.1021/bi200023n,2931-8,2011,21355604,"Yukl ET,Goblirsch BR,Davidson VL,Wilmot CM",X-ray diffraction,y,Crystal Structure of Ferrous NO Adduct of MauG in Complex with Pre-Methylamine Dehydrogenase,"Yukl ET,Goblirsch BR,Wilmot CM",Engineered,CCD,MARMOSAIC 300 mm CCD,23-ID-B,Synchrotron,Single wavelength,MOLECULAR REPLACEMENT,REFMAC,P 1,,APS,REFMAC,HKL-2000,HKL-2000,,,,,6.4,"Methylamine dehydrogenase heavy chain,Methylamine utilization protein MauG",,15025.595,6,3594,3,8,6,125,Methylamine dehydrogenase light chain,,Y,Protein,Expression tag,"A1BB97,Q51658,P22619",DHML_PARDE,"Methylamine dehydrogenase (amicyanin),MADH,Methylamine dehydrogenase light chain",mauA,2
3pxw,Paracoccus denitrificans PD1222,318586,"Paracoccus Denitrificans Pd1222,Paracoccus Denitrificans (Strain Pd 1222),Pardp,Paracoccus denitrificans,Paracoccus,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria","species,genus,family,order,class,phylum,superkingdom,species,genus,family,order,class,phylum,superkingdom",Paracoccus,Bacteria,Biochemistry,50,,,Crystal structures of CO and NO adducts of MauG in complex with pre-methylamine dehydrogenase: implications for the mechanism of dioxygen activation.,10.1021/bi200023n,2931-8,2011,21355604,"Yukl ET,Goblirsch BR,Davidson VL,Wilmot CM",X-ray diffraction,y,Crystal Structure of Ferrous NO Adduct of MauG in Complex with Pre-Methylamine Dehydrogenase,"Yukl ET,Goblirsch BR,Wilmot CM",Engineered,CCD,MARMOSAIC 300 mm CCD,23-ID-B,Synchrotron,Single wavelength,MOLECULAR REPLACEMENT,REFMAC,P 1,,APS,REFMAC,HKL-2000,HKL-2000,,,,,6.4,"Methylamine dehydrogenase light chain,Methylamine utilization protein MauG","EDO : 1\,2-ETHANEDIOL,ACT : ACETATE ION,PGE : TRIETHYLENE GLYCOL",42321.152,6,3594,3,8,6,376,Methylamine dehydrogenase heavy chain,,N,Protein,,"A1BB97,Q51658,P22619",A1BB97_PARDP,"Methylamine dehydrogenase (amicyanin),Methylamine dehydrogenase heavy chain",Pden_4730,3
3pxs,Paracoccus denitrificans PD1222,318586,"Paracoccus Denitrificans Pd1222,Paracoccus Denitrificans (Strain Pd 1222),Pardp,Paracoccus denitrificans,Paracoccus,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria","species,genus,family,order,class,phylum,superkingdom,species,genus,family,order,class,phylum,superkingdom",Paracoccus,Bacteria,Biochemistry,50,,,Crystal structures of CO and NO adducts of MauG in complex with pre-methylamine dehydrogenase: implications for the mechanism of dioxygen activation.,10.1021/bi200023n,2931-8,2011,21355604,"Yukl ET,Goblirsch BR,Davidson VL,Wilmot CM",X-ray diffraction,y,Crystal Structure of Diferrous MauG in Complex with Pre-Methylamine Dehydrogenase:,"Yukl ET,Goblirsch BR",Engineered,CCD,MARMOSAIC 300 mm CCD,23-ID-B,Synchrotron,Single wavelength,MOLECULAR REPLACEMENT,REFMAC,P 1,,APS,REFMAC,HKL-2000,HKL-2000,,,,,6.4,"Methylamine dehydrogenase heavy chain,Methylamine dehydrogenase light chain","HEC : HEME C,NA : SODIUM ION,CA : CALCIUM ION",41146.63,6,3599,3,6,6,355,Methylamine utilization protein MauG,,N,Protein,Expression tag,"A1BB97,Q51658,P22619",MAUG_PARDP,Methylamine utilization protein MauG,"Pden_4736,mauG",1
3pxs,Paracoccus denitrificans PD1222,318586,"Paracoccus Denitrificans Pd1222,Paracoccus Denitrificans (Strain Pd 1222),Pardp,Paracoccus denitrificans,Paracoccus,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria","species,genus,family,order,class,phylum,superkingdom,species,genus,family,order,class,phylum,superkingdom",Paracoccus,Bacteria,Biochemistry,50,,,Crystal structures of CO and NO adducts of MauG in complex with pre-methylamine dehydrogenase: implications for the mechanism of dioxygen activation.,10.1021/bi200023n,2931-8,2011,21355604,"Yukl ET,Goblirsch BR,Davidson VL,Wilmot CM",X-ray diffraction,y,Crystal Structure of Diferrous MauG in Complex with Pre-Methylamine Dehydrogenase:,"Yukl ET,Goblirsch BR",Engineered,CCD,MARMOSAIC 300 mm CCD,23-ID-B,Synchrotron,Single wavelength,MOLECULAR REPLACEMENT,REFMAC,P 1,,APS,REFMAC,HKL-2000,HKL-2000,,,,,6.4,"Methylamine utilization protein MauG,Methylamine dehydrogenase heavy chain",ACT : ACETATE ION,15025.595,6,3599,3,6,6,125,Methylamine dehydrogenase light chain,,Y,Protein,Expression tag,"A1BB97,Q51658,P22619",DHML_PARDE,"Methylamine dehydrogenase (amicyanin),MADH,Methylamine dehydrogenase light chain",mauA,2
3pxs,Paracoccus denitrificans PD1222,318586,"Paracoccus Denitrificans Pd1222,Paracoccus Denitrificans (Strain Pd 1222),Pardp,Paracoccus denitrificans,Paracoccus,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria","species,genus,family,order,class,phylum,superkingdom,species,genus,family,order,class,phylum,superkingdom",Paracoccus,Bacteria,Biochemistry,50,,,Crystal structures of CO and NO adducts of MauG in complex with pre-methylamine dehydrogenase: implications for the mechanism of dioxygen activation.,10.1021/bi200023n,2931-8,2011,21355604,"Yukl ET,Goblirsch BR,Davidson VL,Wilmot CM",X-ray diffraction,y,Crystal Structure of Diferrous MauG in Complex with Pre-Methylamine Dehydrogenase:,"Yukl ET,Goblirsch BR",Engineered,CCD,MARMOSAIC 300 mm CCD,23-ID-B,Synchrotron,Single wavelength,MOLECULAR REPLACEMENT,REFMAC,P 1,,APS,REFMAC,HKL-2000,HKL-2000,,,,,6.4,"Methylamine utilization protein MauG,Methylamine dehydrogenase light chain","PG4 : TETRAETHYLENE GLYCOL,ACT : ACETATE ION,PG6 : 1-(2-METHOXY-ETHOXY)-2-{2-[2-(2-METHOXY-ETHOXY]-ETHOXY}-ETHANE",42449.277,6,3599,3,6,6,376,Methylamine dehydrogenase heavy chain,,N,Protein,,"A1BB97,Q51658,P22619",A1BB97_PARDP,"Methylamine dehydrogenase (amicyanin),Methylamine dehydrogenase heavy chain",Pden_4730,3
3rlm,Paracoccus denitrificans PD1222,318586,"Paracoccus Denitrificans Pd1222,Paracoccus Denitrificans (Strain Pd 1222),Pardp,Paracoccus denitrificans,Paracoccus,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria","species,genus,family,order,class,phylum,superkingdom,species,genus,family,order,class,phylum,superkingdom",Paracoccus,Bacteria,Proc. Natl. Acad. Sci. U.S.A.,108,,,Mutagenesis of tryptophan199 suggests that hopping is required for MauG-dependent tryptophan tryptophylquinone biosynthesis.,10.1073/pnas.1109423108,16956-61,2011,21969534,"Tarboush NA,Jensen LM,Yukl ET,Geng J,Liu A,Wilmot CM,Davidson VL",X-ray diffraction,y,Structure of the W199F MauG/pre-Methylamine Dehydrogenase complex after treatment with hydrogen peroxide,"Yukl ET,Wilmot CM",Engineered,CCD,MARMOSAIC 300 mm CCD,23-ID-D,Synchrotron,Single wavelength,MOLECULAR REPLACEMENT,REFMAC,P 1,,APS,REFMAC,HKL-2000,HKL-2000,,,,,6.4,"Methylamine dehydrogenase light chain,Methylamine dehydrogenase heavy chain","HEC : HEME C,PGE : TRIETHYLENE GLYCOL,CA : CALCIUM ION",41107.594,6,3593,3,4,6,355,Methylamine utilization protein MauG,,N,Protein,"Engineered mutation,Expression tag","A1BB97,Q51658,P22619",MAUG_PARDP,Methylamine utilization protein MauG,"Pden_4736,mauG",1
3rlm,Paracoccus denitrificans PD1222,318586,"Paracoccus Denitrificans Pd1222,Paracoccus Denitrificans (Strain Pd 1222),Pardp,Paracoccus denitrificans,Paracoccus,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria","species,genus,family,order,class,phylum,superkingdom,species,genus,family,order,class,phylum,superkingdom",Paracoccus,Bacteria,Proc. Natl. Acad. Sci. U.S.A.,108,,,Mutagenesis of tryptophan199 suggests that hopping is required for MauG-dependent tryptophan tryptophylquinone biosynthesis.,10.1073/pnas.1109423108,16956-61,2011,21969534,"Tarboush NA,Jensen LM,Yukl ET,Geng J,Liu A,Wilmot CM,Davidson VL",X-ray diffraction,y,Structure of the W199F MauG/pre-Methylamine Dehydrogenase complex after treatment with hydrogen peroxide,"Yukl ET,Wilmot CM",Engineered,CCD,MARMOSAIC 300 mm CCD,23-ID-D,Synchrotron,Single wavelength,MOLECULAR REPLACEMENT,REFMAC,P 1,,APS,REFMAC,HKL-2000,HKL-2000,,,,,6.4,"Methylamine utilization protein MauG,Methylamine dehydrogenase heavy chain",,15025.595,6,3593,3,4,6,131,Methylamine dehydrogenase light chain,,Y,Protein,Expression tag,"A1BB97,Q51658,P22619",DHML_PARDE,"Methylamine dehydrogenase (amicyanin),MADH,Methylamine dehydrogenase light chain",mauA,2
3rlm,Paracoccus denitrificans PD1222,318586,"Paracoccus Denitrificans Pd1222,Paracoccus Denitrificans (Strain Pd 1222),Pardp,Paracoccus denitrificans,Paracoccus,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria","species,genus,family,order,class,phylum,superkingdom,species,genus,family,order,class,phylum,superkingdom",Paracoccus,Bacteria,Proc. Natl. Acad. Sci. U.S.A.,108,,,Mutagenesis of tryptophan199 suggests that hopping is required for MauG-dependent tryptophan tryptophylquinone biosynthesis.,10.1073/pnas.1109423108,16956-61,2011,21969534,"Tarboush NA,Jensen LM,Yukl ET,Geng J,Liu A,Wilmot CM,Davidson VL",X-ray diffraction,y,Structure of the W199F MauG/pre-Methylamine Dehydrogenase complex after treatment with hydrogen peroxide,"Yukl ET,Wilmot CM",Engineered,CCD,MARMOSAIC 300 mm CCD,23-ID-D,Synchrotron,Single wavelength,MOLECULAR REPLACEMENT,REFMAC,P 1,,APS,REFMAC,HKL-2000,HKL-2000,,,,,6.4,"Methylamine utilization protein MauG,Methylamine dehydrogenase light chain",ACT : ACETATE ION,42449.277,6,3593,3,4,6,376,Methylamine dehydrogenase heavy chain,,N,Protein,,"A1BB97,Q51658,P22619",A1BB97_PARDP,"Methylamine dehydrogenase (amicyanin),Methylamine dehydrogenase heavy chain",Pden_4730,3
3rmz,Paracoccus denitrificans PD1222,318586,"Paracoccus Denitrificans Pd1222,Paracoccus Denitrificans (Strain Pd 1222),Pardp,Paracoccus denitrificans,Paracoccus,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria","species,genus,family,order,class,phylum,superkingdom,species,genus,family,order,class,phylum,superkingdom",Paracoccus,Bacteria,Proc. Natl. Acad. Sci. U.S.A.,108,,,Mutagenesis of tryptophan199 suggests that hopping is required for MauG-dependent tryptophan tryptophylquinone biosynthesis.,10.1073/pnas.1109423108,16956-61,2011,21969534,"Tarboush NA,Jensen LM,Yukl ET,Geng J,Liu A,Wilmot CM,Davidson VL",X-ray diffraction,y,Crystal Structure of the W199F-MauG/pre-Methylamine Dehydrogenase Complex,"Jensen LMR,Wilmot CM",Engineered,CCD,MARMOSAIC 300 mm CCD,23-ID-D,Synchrotron,Single wavelength,MOLECULAR REPLACEMENT,REFMAC,P 1,,APS,REFMAC,HKL-2000,HKL-2000,,,,,,"Methylamine dehydrogenase heavy chain,Methylamine dehydrogenase light chain","CA : CALCIUM ION,HEC : HEME C,EDO : 1\,2-ETHANEDIOL,NA : SODIUM ION",41107.594,6,3601,3,9,6,355,Methylamine utilization protein MauG,,N,Protein,"Engineered mutation,Expression tag","A1BB97,Q51658,P22619",MAUG_PARDP,Methylamine utilization protein MauG,"Pden_4736,mauG",1
3rmz,Paracoccus denitrificans PD1222,318586,"Paracoccus Denitrificans Pd1222,Paracoccus Denitrificans (Strain Pd 1222),Pardp,Paracoccus denitrificans,Paracoccus,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria","species,genus,family,order,class,phylum,superkingdom,species,genus,family,order,class,phylum,superkingdom",Paracoccus,Bacteria,Proc. Natl. Acad. Sci. U.S.A.,108,,,Mutagenesis of tryptophan199 suggests that hopping is required for MauG-dependent tryptophan tryptophylquinone biosynthesis.,10.1073/pnas.1109423108,16956-61,2011,21969534,"Tarboush NA,Jensen LM,Yukl ET,Geng J,Liu A,Wilmot CM,Davidson VL",X-ray diffraction,y,Crystal Structure of the W199F-MauG/pre-Methylamine Dehydrogenase Complex,"Jensen LMR,Wilmot CM",Engineered,CCD,MARMOSAIC 300 mm CCD,23-ID-D,Synchrotron,Single wavelength,MOLECULAR REPLACEMENT,REFMAC,P 1,,APS,REFMAC,HKL-2000,HKL-2000,,,,,,"Methylamine utilization protein MauG,Methylamine dehydrogenase heavy chain",,15025.595,6,3601,3,9,6,131,Methylamine dehydrogenase light chain,,Y,Protein,Expression tag,"A1BB97,Q51658,P22619",DHML_PARDE,"Methylamine dehydrogenase (amicyanin),MADH,Methylamine dehydrogenase light chain",mauA,2
3rmz,Paracoccus denitrificans PD1222,318586,"Paracoccus Denitrificans Pd1222,Paracoccus Denitrificans (Strain Pd 1222),Pardp,Paracoccus denitrificans,Paracoccus,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria","species,genus,family,order,class,phylum,superkingdom,species,genus,family,order,class,phylum,superkingdom",Paracoccus,Bacteria,Proc. Natl. Acad. Sci. U.S.A.,108,,,Mutagenesis of tryptophan199 suggests that hopping is required for MauG-dependent tryptophan tryptophylquinone biosynthesis.,10.1073/pnas.1109423108,16956-61,2011,21969534,"Tarboush NA,Jensen LM,Yukl ET,Geng J,Liu A,Wilmot CM,Davidson VL",X-ray diffraction,y,Crystal Structure of the W199F-MauG/pre-Methylamine Dehydrogenase Complex,"Jensen LMR,Wilmot CM",Engineered,CCD,MARMOSAIC 300 mm CCD,23-ID-D,Synchrotron,Single wavelength,MOLECULAR REPLACEMENT,REFMAC,P 1,,APS,REFMAC,HKL-2000,HKL-2000,,,,,,"Methylamine utilization protein MauG,Methylamine dehydrogenase light chain","ACT : ACETATE ION,PG4 : TETRAETHYLENE GLYCOL,P6G : HEXAETHYLENE GLYCOL,MES : 2-(N-MORPHOLINO)-ETHANESULFONIC ACID,PEG : DI(HYDROXYETHYL)ETHER",42449.277,6,3601,3,9,6,376,Methylamine dehydrogenase heavy chain,,N,Protein,,"A1BB97,Q51658,P22619",A1BB97_PARDP,"Methylamine dehydrogenase (amicyanin),Methylamine dehydrogenase heavy chain",Pden_4730,3
4fa1,Paracoccus denitrificans PD1222,318586,"Paracoccus Denitrificans Pd1222,Paracoccus Denitrificans (Strain Pd 1222),Pardp,Paracoccus denitrificans,Paracoccus,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria","species,genus,family,order,class,phylum,superkingdom,species,genus,family,order,class,phylum,superkingdom",Paracoccus,Bacteria,Proc. Natl. Acad. Sci. U.S.A.,110,,,Diradical intermediate within the context of tryptophan tryptophylquinone biosynthesis.,10.1073/pnas.1215011110,4569-73,2013,23487750,"Yukl ET,Liu F,Krzystek J,Shin S,Jensen LM,Davidson VL,Wilmot CM,Liu A",X-ray diffraction,y,Crystal Structure of WT MauG in Complex with Pre-Methylamine Dehydrogenase Aged 130 Days.,"Yukl ET,Wilmot CM",Engineered,CCD,MARMOSAIC 300 mm CCD,23-ID-B,Synchrotron,Single wavelength,FOURIER SYNTHESIS,REFMAC,P 1,,APS,REFMAC,HKL-2000,HKL-2000,,,,,6.4,"Methylamine dehydrogenase light chain,Methylamine dehydrogenase heavy chain","CA : CALCIUM ION,NA : SODIUM ION,EDO : 1\,2-ETHANEDIOL,HEC : HEME C",41146.63,6,3592,3,6,6,355,Methylamine utilization protein MauG,,N,Protein,Expression tag,"A1BB97,Q51658,P22619",MAUG_PARDP,Methylamine utilization protein MauG,"Pden_4736,mauG",1
4fa1,Paracoccus denitrificans,266,"Parde,Paracoccus Denitrificans,Micrococcus Denitrificans,Paracoccus denitrificans,Paracoccus,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria","species,genus,family,order,class,phylum,superkingdom,species,genus,family,order,class,phylum,superkingdom",Paracoccus,Bacteria,Proc. Natl. Acad. Sci. U.S.A.,110,,,Diradical intermediate within the context of tryptophan tryptophylquinone biosynthesis.,10.1073/pnas.1215011110,4569-73,2013,23487750,"Yukl ET,Liu F,Krzystek J,Shin S,Jensen LM,Davidson VL,Wilmot CM,Liu A",X-ray diffraction,y,Crystal Structure of WT MauG in Complex with Pre-Methylamine Dehydrogenase Aged 130 Days.,"Yukl ET,Wilmot CM",Engineered,CCD,MARMOSAIC 300 mm CCD,23-ID-B,Synchrotron,Single wavelength,FOURIER SYNTHESIS,REFMAC,P 1,,APS,REFMAC,HKL-2000,HKL-2000,,,,,6.4,"Methylamine utilization protein MauG,Methylamine dehydrogenase heavy chain",,15039.577,6,3592,3,6,6,125,Methylamine dehydrogenase light chain,,Y,Protein,Expression tag,"A1BB97,Q51658,P22619",DHML_PARDE,"Methylamine dehydrogenase (amicyanin),MADH,Methylamine dehydrogenase light chain",mauA,2
4fa1,Paracoccus denitrificans PD1222,318586,"Paracoccus Denitrificans Pd1222,Paracoccus Denitrificans (Strain Pd 1222),Pardp,Paracoccus denitrificans,Paracoccus,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria","species,genus,family,order,class,phylum,superkingdom,species,genus,family,order,class,phylum,superkingdom",Paracoccus,Bacteria,Proc. Natl. Acad. Sci. U.S.A.,110,,,Diradical intermediate within the context of tryptophan tryptophylquinone biosynthesis.,10.1073/pnas.1215011110,4569-73,2013,23487750,"Yukl ET,Liu F,Krzystek J,Shin S,Jensen LM,Davidson VL,Wilmot CM,Liu A",X-ray diffraction,y,Crystal Structure of WT MauG in Complex with Pre-Methylamine Dehydrogenase Aged 130 Days.,"Yukl ET,Wilmot CM",Engineered,CCD,MARMOSAIC 300 mm CCD,23-ID-B,Synchrotron,Single wavelength,FOURIER SYNTHESIS,REFMAC,P 1,,APS,REFMAC,HKL-2000,HKL-2000,,,,,6.4,"Methylamine utilization protein MauG,Methylamine dehydrogenase light chain","ACT : ACETATE ION,MES : 2-(N-MORPHOLINO)-ETHANESULFONIC ACID",42321.152,6,3592,3,6,6,376,Methylamine dehydrogenase heavy chain,,N,Protein,,"A1BB97,Q51658,P22619",A1BB97_PARDP,"Methylamine dehydrogenase (amicyanin),Methylamine dehydrogenase heavy chain",Pden_4730,3
4fa9,Paracoccus denitrificans PD1222,318586,"Paracoccus Denitrificans Pd1222,Paracoccus Denitrificans (Strain Pd 1222),Pardp,Paracoccus denitrificans,Paracoccus,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria","species,genus,family,order,class,phylum,superkingdom,species,genus,family,order,class,phylum,superkingdom",Paracoccus,Bacteria,Proc. Natl. Acad. Sci. U.S.A.,110,,,Diradical intermediate within the context of tryptophan tryptophylquinone biosynthesis.,10.1073/pnas.1215011110,4569-73,2013,23487750,"Yukl ET,Liu F,Krzystek J,Shin S,Jensen LM,Davidson VL,Wilmot CM,Liu A",X-ray diffraction,y,Crystal Structure of WT MauG in Complex with Pre-Methylamine Dehydrogenase Aged 30 Days,"Yukl ET,Wilmot CM",Engineered,CCD,MARMOSAIC 300 mm CCD,23-ID-D,Synchrotron,Single wavelength,FOURIER SYNTHESIS,REFMAC,P 1,,APS,REFMAC,HKL-2000,HKL-2000,,,,,6.4,"Methylamine dehydrogenase heavy chain,Methylamine dehydrogenase light chain","CA : CALCIUM ION,NA : SODIUM ION,EDO : 1\,2-ETHANEDIOL,HEC : HEME C,ACT : ACETATE ION",41146.63,6,3597,3,6,6,357,Methylamine utilization protein MauG,,N,Protein,Expression tag,"A1BB97,Q51658,P22619",MAUG_PARDP,Methylamine utilization protein MauG,"Pden_4736,mauG",1
4fa9,Paracoccus denitrificans,266,"Parde,Paracoccus Denitrificans,Micrococcus Denitrificans,Paracoccus denitrificans,Paracoccus,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria","species,genus,family,order,class,phylum,superkingdom,species,genus,family,order,class,phylum,superkingdom",Paracoccus,Bacteria,Proc. Natl. Acad. Sci. U.S.A.,110,,,Diradical intermediate within the context of tryptophan tryptophylquinone biosynthesis.,10.1073/pnas.1215011110,4569-73,2013,23487750,"Yukl ET,Liu F,Krzystek J,Shin S,Jensen LM,Davidson VL,Wilmot CM,Liu A",X-ray diffraction,y,Crystal Structure of WT MauG in Complex with Pre-Methylamine Dehydrogenase Aged 30 Days,"Yukl ET,Wilmot CM",Engineered,CCD,MARMOSAIC 300 mm CCD,23-ID-D,Synchrotron,Single wavelength,FOURIER SYNTHESIS,REFMAC,P 1,,APS,REFMAC,HKL-2000,HKL-2000,,,,,6.4,"Methylamine dehydrogenase heavy chain,Methylamine utilization protein MauG",,15025.595,6,3597,3,6,6,129,Methylamine dehydrogenase light chain,,Y,Protein,Expression tag,"A1BB97,Q51658,P22619",DHML_PARDE,"Methylamine dehydrogenase (amicyanin),MADH,Methylamine dehydrogenase light chain",mauA,2
4fa9,Paracoccus denitrificans PD1222,318586,"Paracoccus Denitrificans Pd1222,Paracoccus Denitrificans (Strain Pd 1222),Pardp,Paracoccus denitrificans,Paracoccus,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria","species,genus,family,order,class,phylum,superkingdom,species,genus,family,order,class,phylum,superkingdom",Paracoccus,Bacteria,Proc. Natl. Acad. Sci. U.S.A.,110,,,Diradical intermediate within the context of tryptophan tryptophylquinone biosynthesis.,10.1073/pnas.1215011110,4569-73,2013,23487750,"Yukl ET,Liu F,Krzystek J,Shin S,Jensen LM,Davidson VL,Wilmot CM,Liu A",X-ray diffraction,y,Crystal Structure of WT MauG in Complex with Pre-Methylamine Dehydrogenase Aged 30 Days,"Yukl ET,Wilmot CM",Engineered,CCD,MARMOSAIC 300 mm CCD,23-ID-D,Synchrotron,Single wavelength,FOURIER SYNTHESIS,REFMAC,P 1,,APS,REFMAC,HKL-2000,HKL-2000,,,,,6.4,"Methylamine dehydrogenase light chain,Methylamine utilization protein MauG","PGE : TRIETHYLENE GLYCOL,ACT : ACETATE ION",42321.152,6,3597,3,6,6,376,Methylamine dehydrogenase heavy chain,,N,Protein,,"A1BB97,Q51658,P22619",A1BB97_PARDP,"Methylamine dehydrogenase (amicyanin),Methylamine dehydrogenase heavy chain",Pden_4730,3
3sxt,Paracoccus denitrificans PD1222,318586,"Paracoccus Denitrificans Pd1222,Paracoccus Denitrificans (Strain Pd 1222),Pardp,Paracoccus denitrificans,Paracoccus,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria","species,genus,family,order,class,phylum,superkingdom,species,genus,family,order,class,phylum,superkingdom",Paracoccus,Bacteria,To be published,,,,Crystal Structure of the Quinol Form of Methylamine Dehydrogenase in Complex with the Diferrous Form of MauG,,,,,"Jensen LMR,Wilmot CM",X-ray diffraction,y,Crystal Structure of the Quinol Form of Methylamine Dehydrogenase in Complex with the Diferrous Form of MauG,"Jensen LMR,Wilmot CM",Engineered,CCD,MARMOSAIC 300 mm CCD,23-ID-B,Synchrotron,Single wavelength,MOLECULAR REPLACEMENT,REFMAC,P 1 21 1,,APS,REFMAC,HKL-2000,HKL-2000,,,,,6.4,"Methylamine dehydrogenase (amicyanin),Methylamine dehydrogenase heavy chain","NA : SODIUM ION,CA : CALCIUM ION,HEC : HEME C,EDO : 1\,2-ETHANEDIOL",41146.63,6,3599,3,4,6,357,Methylamine utilization protein MauG,,N,Protein,Expression tag,"A1BB97,Q51658,A1BBA0",MAUG_PARDP,Methylamine utilization protein MauG,"Pden_4736,mauG",1
3sxt,Paracoccus denitrificans PD1222,318586,"Paracoccus Denitrificans Pd1222,Paracoccus Denitrificans (Strain Pd 1222),Pardp,Paracoccus denitrificans,Paracoccus,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria","species,genus,family,order,class,phylum,superkingdom,species,genus,family,order,class,phylum,superkingdom",Paracoccus,Bacteria,To be published,,,,Crystal Structure of the Quinol Form of Methylamine Dehydrogenase in Complex with the Diferrous Form of MauG,,,,,"Jensen LMR,Wilmot CM",X-ray diffraction,y,Crystal Structure of the Quinol Form of Methylamine Dehydrogenase in Complex with the Diferrous Form of MauG,"Jensen LMR,Wilmot CM",Engineered,CCD,MARMOSAIC 300 mm CCD,23-ID-B,Synchrotron,Single wavelength,MOLECULAR REPLACEMENT,REFMAC,P 1 21 1,,APS,REFMAC,HKL-2000,HKL-2000,,,,,6.4,"Methylamine dehydrogenase heavy chain,Methylamine utilization protein MauG",,15041.593,6,3599,3,4,6,125,Methylamine dehydrogenase (amicyanin),,Y,Protein,Expression tag,"A1BB97,Q51658,A1BBA0",A1BBA0_PARDP,"Methylamine dehydrogenase (amicyanin),Methylamine dehydrogenase light chain",Pden_4733,2
3sxt,Paracoccus denitrificans PD1222,318586,"Paracoccus Denitrificans Pd1222,Paracoccus Denitrificans (Strain Pd 1222),Pardp,Paracoccus denitrificans,Paracoccus,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Proteobacteria,Bacteria","species,genus,family,order,class,phylum,superkingdom,species,genus,family,order,class,phylum,superkingdom",Paracoccus,Bacteria,To be published,,,,Crystal Structure of the Quinol Form of Methylamine Dehydrogenase in Complex with the Diferrous Form of MauG,,,,,"Jensen LMR,Wilmot CM",X-ray diffraction,y,Crystal Structure of the Quinol Form of Methylamine Dehydrogenase in Complex with the Diferrous Form of MauG,"Jensen LMR,Wilmot CM",Engineered,CCD,MARMOSAIC 300 mm CCD,23-ID-B,Synchrotron,Single wavelength,MOLECULAR REPLACEMENT,REFMAC,P 1 21 1,,APS,REFMAC,HKL-2000,HKL-2000,,,,,6.4,"Methylamine dehydrogenase (amicyanin),Methylamine utilization protein MauG","EDO : 1\,2-ETHANEDIOL",42449.277,6,3599,3,4,6,376,Methylamine dehydrogenase heavy chain,,N,Protein,,"A1BB97,Q51658,A1BBA0",A1BB97_PARDP,"Methylamine dehydrogenase (amicyanin),Methylamine dehydrogenase heavy chain",Pden_4730,3
